EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,HIRE_DATE,JOB_TITLE,DEPARTMENT,STORE_ID,MANAGER_ID,SALARY,IS_ACTIVE
108,Amina,Zaidi,amina.zaidi@company.com,+92-302-2049858,2025-05-03,Customer Service,Sales,30,,38524,True
109,Usman,Zaidi,usman.zaidi@company.com,+92-349-6151143,2024-03-18,Customer Service,Sales,60,,47348,True
110,Aisha,Waseem,aisha.waseem@company.com,+92-318-1696869,2025-03-03,Supervisor,Operations,46,,98815,True
111,Sana,Siddiqui,sana.siddiqui@company.com,+92-306-1884196,2023-03-27,Supervisor,Inventory,55,,96096,True
112,Khadija,Hussain,khadija.hussain@company.com,+92-311-3410918,2023-01-18,Cashier,Inventory,61,96.0,55746,True
113,Ahmed,Tariq,ahmed.tariq@company.com,+92-302-5790751,2021-08-07,Customer Service,Operations,28,137.0,33254,False
114,Hania,Zahid,hania.zahid@company.com,+92-328-1049096,2025-06-06,Cashier,Management,75,,41666,False
115,Nida,Hussain,nida.hussain@company.com,+92-329-8334664,2023-08-05,Stock Clerk,Customer Service,48,,51262,True
116,Zayan,Naqvi,zayan.naqvi@company.com,+92-312-3148788,2023-08-06,Sales Associate,Inventory,72,,37831,False
117,Shahzad,Naeem,shahzad.naeem@company.com,+92-339-6255845,2020-11-28,Stock Clerk,Management,1,,56329,True
118,Nida,Jafri,nida.jafri@company.com,+92-302-6407330,2025-06-11,Cashier,Operations,62,,56397,False
119,Muhammad,Naqvi,muhammad.naqvi@company.com,+92-333-6424118,2023-03-24,Cashier,Inventory,75,,35928,True
120,Fatima,Siddiqui,fatima.siddiqui@company.com,+92-345-1579687,2021-02-22,Stock Clerk,Sales,63,,45033,False
121,Fatima,Tariq,fatima.tariq@company.com,+92-307-3565020,2022-05-06,Cashier,Customer Service,19,164.0,33746,True
122,Fatima,Akhtar,fatima.akhtar@company.com,+92-340-7408336,2021-03-16,Supervisor,Operations,13,,74678,True
123,Abdullah,Rizvi,abdullah.rizvi@company.com,+92-306-7814855,2022-01-11,Sales Associate,Operations,64,222.0,43452,True
124,Ahmed,Raza,ahmed.raza@company.com,+92-318-9922918,2022-12-16,Cashier,Inventory,24,,52265,True
125,Ayesha,Hassan,ayesha.hassan@company.com,+92-309-9061897,2025-05-15,Customer Service,Sales,54,275.0,56600,True
126,Hussein,Jafri,hussein.jafri@company.com,+92-338-3472243,2022-11-05,Sales Associate,Customer Service,49,237.0,49610,False
127,Haris,Hassan,haris.hassan@company.com,+92-345-1934084,2025-01-15,Manager,Inventory,75,,89473,True
128,Abdullah,Hashmi,abdullah.hashmi@company.com,+92-312-6927972,2025-06-06,Sales Associate,Operations,74,,49331,True
129,Umar,Zahid,umar.zahid@company.com,+92-319-2934567,2023-04-30,Sales Associate,Operations,11,,33297,True
130,Sadia,Waseem,sadia.waseem@company.com,+92-346-3497477,2023-02-04,Sales Associate,Management,51,,51604,True
131,Arham,Qureshi,arham.qureshi@company.com,+92-318-7459636,2021-05-27,Sales Associate,Sales,46,,42658,True
132,Hussein,Saleem,hussein.saleem@company.com,+92-316-7738325,2023-09-27,Cashier,Sales,58,,43580,False
133,Sana,Jafri,sana.jafri@company.com,+92-324-9495889,2021-01-03,Supervisor,Inventory,46,,61127,True
134,Zain,Zahid,zain.zahid@company.com,+92-307-2404475,2022-05-22,Cashier,Operations,37,231.0,33588,True
135,Sana,Rizvi,sana.rizvi@company.com,+92-309-1322785,2022-04-06,Customer Service,Customer Service,68,,31378,True
136,Ali,Zahid,ali.zahid@company.com,+92-342-2647686,2024-02-10,Sales Associate,Sales,40,,31726,True
137,Ali,Rehman,ali.rehman@company.com,+92-322-6531894,2023-11-26,Manager,Customer Service,31,,148106,True
138,Rayyan,Hussain,rayyan.hussain@company.com,+92-314-9675370,2024-11-05,Manager,Management,9,,101847,True
139,Zain,Nadeem,zain.nadeem@company.com,+92-300-6663978,2024-10-01,Sales Associate,Customer Service,11,,42358,False
140,Ayesha,Zahid,ayesha.zahid@company.com,+92-343-7589882,2022-05-14,Cashier,Inventory,36,,52375,False
141,Muhammad,Naqvi,muhammad.naqvi@company.com,+92-322-2618358,2022-01-16,Customer Service,Management,29,,32879,True
142,Khadija,Iqbal,khadija.iqbal@company.com,+92-344-5181081,2021-08-02,Stock Clerk,Customer Service,25,,36034,False
143,Zoya,Rehman,zoya.rehman@company.com,+92-300-7471217,2024-12-17,Cashier,Customer Service,58,,54440,True
144,Muhammad,Khan,muhammad.khan@company.com,+92-313-3788926,2024-09-02,Customer Service,Customer Service,61,,47012,True
145,Maryam,Qureshi,maryam.qureshi@company.com,+92-333-4580043,2024-10-30,Customer Service,Customer Service,67,182.0,42859,False
146,Hamza,Rizvi,hamza.rizvi@company.com,+92-344-2256575,2024-08-14,Stock Clerk,Customer Service,62,,56244,True
147,Mahnoor,Zaidi,mahnoor.zaidi@company.com,+92-323-2947006,2021-10-17,Stock Clerk,Inventory,14,,45987,True
148,Zara,Hussain,zara.hussain@company.com,+92-305-2242754,2021-12-15,Sales Associate,Sales,55,88.0,41640,False
149,Hassan,Khalid,hassan.khalid@company.com,+92-331-9576173,2022-11-23,Stock Clerk,Inventory,75,,34745,True
150,Hafsa,Siddiqui,hafsa.siddiqui@company.com,+92-338-8245003,2024-12-03,Cashier,Inventory,7,,31090,False
151,Hussein,Ahmed,hussein.ahmed@company.com,+92-317-5488581,2024-01-31,Customer Service,Inventory,69,,35218,True
152,Abdullah,Hashmi,abdullah.hashmi@company.com,+92-312-1576714,2022-08-26,Sales Associate,Management,4,,46399,False
153,Ayan,Saeed,ayan.saeed@company.com,+92-326-7886333,2022-10-09,Sales Associate,Operations,69,,33722,False
154,Hamza,Naeem,hamza.naeem@company.com,+92-334-7936305,2025-06-15,Stock Clerk,Customer Service,37,,53702,True
155,Fatima,Shah,fatima.shah@company.com,+92-349-3204916,2023-02-15,Manager,Sales,29,,130094,True
156,Zara,Zaidi,zara.zaidi@company.com,+92-336-4689230,2023-05-18,Cashier,Inventory,7,,38188,False
157,Ali,Saeed,ali.saeed@company.com,+92-328-1278730,2024-03-19,Stock Clerk,Customer Service,53,63.0,44333,True
158,Rayyan,Tariq,rayyan.tariq@company.com,+92-323-4354562,2022-02-27,Sales Associate,Sales,2,,30014,True
159,Sana,Farooq,sana.farooq@company.com,+92-327-9063611,2022-08-29,Cashier,Inventory,56,,41116,True
160,Maryam,Tariq,maryam.tariq@company.com,+92-329-9648066,2025-04-20,Customer Service,Sales,50,84.0,33071,True
161,Usman,Ahmed,usman.ahmed@company.com,+92-302-3602010,2024-07-11,Cashier,Inventory,43,,34168,True
162,Hamza,Waseem,hamza.waseem@company.com,+92-304-1814011,2024-03-30,Stock Clerk,Customer Service,21,96.0,46010,True
163,Ahmed,Rizwan,ahmed.rizwan@company.com,+92-346-8656895,2022-11-13,Customer Service,Customer Service,6,80.0,41677,True
164,Nida,Naqvi,nida.naqvi@company.com,+92-334-6374897,2023-12-07,Manager,Operations,24,,107404,True
165,Hania,Farooq,hania.farooq@company.com,+92-338-7936236,2021-03-21,Customer Service,Management,4,,34003,True
166,Hafsa,Akhtar,hafsa.akhtar@company.com,+92-305-6675788,2024-02-14,Sales Associate,Operations,35,,31992,True
167,Fatima,Shah,fatima.shah@company.com,+92-334-8505906,2023-04-30,Cashier,Sales,72,,31704,True
168,Rayyan,Zahid,rayyan.zahid@company.com,+92-305-3344328,2024-02-07,Manager,Customer Service,11,,124448,True
169,Alina,Iqbal,alina.iqbal@company.com,+92-344-8659267,2025-01-27,Sales Associate,Sales,3,,56886,True
170,Bilal,Shah,bilal.shah@company.com,+92-312-4663075,2021-07-10,Stock Clerk,Customer Service,18,,56517,False
171,Abdullah,Ahmed,abdullah.ahmed@company.com,+92-305-2564796,2024-07-13,Manager,Management,39,,105303,True
172,Abdullah,Khalid,abdullah.khalid@company.com,+92-308-4510878,2022-08-09,Stock Clerk,Sales,21,,50188,False
173,Shahzad,Zaidi,shahzad.zaidi@company.com,+92-340-5347152,2022-12-19,Stock Clerk,Customer Service,64,,56704,True
174,Mariam,Ahmed,mariam.ahmed@company.com,+92-321-2351320,2021-01-21,Customer Service,Sales,33,,43917,False
175,Ayesha,Zaidi,ayesha.zaidi@company.com,+92-310-5066066,2020-12-02,Cashier,Inventory,49,,44330,True
176,Ahmed,Hassan,ahmed.hassan@company.com,+92-317-7375170,2021-09-22,Manager,Operations,23,,111860,True
177,Zara,Zaidi,zara.zaidi@company.com,+92-310-9756794,2025-01-19,Manager,Customer Service,50,,127194,True
178,Ali,Zaidi,ali.zaidi@company.com,+92-309-9833963,2022-01-25,Cashier,Sales,53,18.0,50231,True
179,Hamza,Hashmi,hamza.hashmi@company.com,+92-339-3566199,2021-09-11,Supervisor,Customer Service,27,,94173,True
180,Nida,Qureshi,nida.qureshi@company.com,+92-318-9748000,2020-10-21,Stock Clerk,Management,43,,34994,False
181,Arham,Rehman,arham.rehman@company.com,+92-321-3453744,2023-07-24,Cashier,Customer Service,37,,32246,True
182,Haris,Saeed,haris.saeed@company.com,+92-312-1629567,2024-09-21,Manager,Sales,48,,107717,True
183,Sumaya,Raza,sumaya.raza@company.com,+92-347-6816895,2024-03-07,Customer Service,Inventory,30,278.0,34762,True
184,Ahmed,Shah,ahmed.shah@company.com,+92-331-4917801,2021-05-03,Supervisor,Operations,5,,72559,True
185,Rabia,Saleem,rabia.saleem@company.com,+92-345-2428299,2022-07-20,Cashier,Sales,51,,50734,False
186,Hussein,Malik,hussein.malik@company.com,+92-314-9783242,2023-06-18,Cashier,Inventory,8,,43847,True
187,Mariam,Naeem,mariam.naeem@company.com,+92-317-2838201,2024-12-13,Manager,Operations,60,,149878,True
188,Amina,Akhtar,amina.akhtar@company.com,+92-320-2472118,2025-04-16,Cashier,Operations,2,96.0,39533,False
189,Arham,Hashmi,arham.hashmi@company.com,+92-318-1625182,2025-07-10,Stock Clerk,Sales,23,,30395,True
190,Zain,Rehman,zain.rehman@company.com,+92-310-2118166,2024-08-08,Manager,Management,63,,129828,False
191,Ayesha,Ahmed,ayesha.ahmed@company.com,+92-303-6630378,2024-11-07,Supervisor,Management,75,182.0,81525,True
192,Muhammad,Hassan,muhammad.hassan@company.com,+92-339-7842871,2022-07-08,Manager,Customer Service,15,,139467,True
193,Zain,Raza,zain.raza@company.com,+92-312-9085236,2023-03-14,Customer Service,Management,19,293.0,54078,True
194,Bilal,Siddiqui,bilal.siddiqui@company.com,+92-309-1226732,2023-11-20,Cashier,Operations,6,80.0,53692,False
195,Zara,Nadeem,zara.nadeem@company.com,+92-300-1860146,2025-01-26,Manager,Inventory,40,,126775,False
196,Ahmed,Qureshi,ahmed.qureshi@company.com,+92-300-5298690,2022-02-20,Sales Associate,Inventory,19,171.0,30202,False
197,Aisha,Iqbal,aisha.iqbal@company.com,+92-300-2226598,2024-04-25,Cashier,Sales,33,,48205,True
198,Noor,Siddiqui,noor.siddiqui@company.com,+92-339-5743172,2022-02-07,Customer Service,Management,74,267.0,31688,True
199,Bilal,Zahid,bilal.zahid@company.com,+92-347-7510591,2022-10-25,Sales Associate,Operations,7,63.0,35172,True
200,Sana,Ali,sana.ali@company.com,+92-333-7714871,2022-03-18,Stock Clerk,Sales,69,,30781,True
201,Arham,Abbas,arham.abbas@company.com,+92-320-8333395,2022-07-10,Sales Associate,Management,35,,55110,True
202,Hassan,Farooq,hassan.farooq@company.com,+92-317-4492043,2022-08-02,Manager,Operations,54,,145684,True
203,Ayan,Khalid,ayan.khalid@company.com,+92-323-3289050,2024-06-18,Stock Clerk,Management,67,222.0,38800,True
204,Abdullah,Rizwan,abdullah.rizwan@company.com,+92-344-3606950,2022-11-26,Customer Service,Customer Service,44,,38436,True
205,Ibrahim,Hashmi,ibrahim.hashmi@company.com,+92-325-2480630,2025-02-12,Stock Clerk,Inventory,53,75.0,38712,True
206,Ibrahim,Tariq,ibrahim.tariq@company.com,+92-345-6832516,2022-05-02,Stock Clerk,Management,56,,53087,True
207,Rabia,Ahmed,rabia.ahmed@company.com,+92-324-1334721,2024-10-14,Customer Service,Management,15,,36008,True
208,Ahmed,Ali,ahmed.ali@company.com,+92-315-8889934,2023-09-10,Supervisor,Management,8,,77614,True
209,Hamza,Ali,hamza.ali@company.com,+92-313-6022481,2024-11-10,Supervisor,Sales,55,96.0,98995,True
210,Usman,Rizwan,usman.rizwan@company.com,+92-342-4226963,2020-09-04,Stock Clerk,Sales,49,,39944,True
211,Sana,Rizvi,sana.rizvi@company.com,+92-318-8653820,2024-04-23,Stock Clerk,Inventory,64,,32319,True
212,Rabia,Tariq,rabia.tariq@company.com,+92-316-6176410,2024-10-14,Sales Associate,Operations,44,,40237,False
213,Zain,Rizvi,zain.rizvi@company.com,+92-342-4176673,2023-12-31,Supervisor,Management,58,,77296,True
214,Hania,Raza,hania.raza@company.com,+92-302-9089050,2024-08-12,Manager,Customer Service,10,,120833,True
215,Zain,Malik,zain.malik@company.com,+92-326-2548700,2022-04-26,Manager,Sales,47,,112694,True
216,Rabia,Saleem,rabia.saleem@company.com,+92-340-6548032,2022-09-29,Supervisor,Customer Service,18,,65720,True
217,Sana,Raza,sana.raza@company.com,+92-336-9009414,2023-10-13,Manager,Sales,69,,134872,False
218,Zain,Hussain,zain.hussain@company.com,+92-341-5773918,2020-09-21,Sales Associate,Operations,1,,33276,True
219,Haris,Abbas,haris.abbas@company.com,+92-302-5167780,2023-12-19,Cashier,Operations,38,,36495,True
220,Abdullah,Saleem,abdullah.saleem@company.com,+92-339-5875165,2022-02-10,Customer Service,Customer Service,73,,59179,True
221,Rabia,Hashmi,rabia.hashmi@company.com,+92-344-8764224,2020-12-28,Customer Service,Operations,30,,45657,False
222,Umar,Ahmed,umar.ahmed@company.com,+92-323-8237109,2024-03-22,Manager,Inventory,22,,101930,False
223,Abdullah,Waseem,abdullah.waseem@company.com,+92-310-3181168,2022-08-25,Cashier,Operations,16,,51665,False
224,Noor,Zaidi,noor.zaidi@company.com,+92-305-4527041,2021-10-06,Supervisor,Customer Service,20,,77338,False
225,Hamza,Hussain,hamza.hussain@company.com,+92-301-9992515,2021-08-13,Manager,Inventory,10,,88442,True
226,Ali,Farooq,ali.farooq@company.com,+92-344-9548568,2023-09-17,Cashier,Sales,3,,40590,True
227,Ahmed,Hussain,ahmed.hussain@company.com,+92-306-5054793,2024-06-24,Sales Associate,Customer Service,40,,39173,True
228,Ayesha,Saeed,ayesha.saeed@company.com,+92-304-5136231,2021-01-11,Supervisor,Sales,2,192.0,96868,True
229,Muhammad,Ahmed,muhammad.ahmed@company.com,+92-303-5276563,2023-07-03,Manager,Customer Service,17,,128011,True
230,Ali,Hussain,ali.hussain@company.com,+92-322-4463580,2021-12-17,Sales Associate,Management,8,,56490,True
231,Rayyan,Rashid,rayyan.rashid@company.com,+92-320-5555034,2021-09-05,Manager,Operations,16,,141952,True
232,Usman,Ahmed,usman.ahmed@company.com,+92-342-9113209,2023-02-16,Customer Service,Inventory,64,192.0,33607,True
